#
> Datalog 1750920403
< Robot_Model FD-030175-V 
< Robot_Serial R2411C355 
# Start : 6/26 15:46:43 
#
#-----------+---------------+---------------+---------------+---------------
#   Time	AccuracyPos	gValue1	gValue2	gValue3
#-----------+---------------+---------------+---------------+---------------
1	00:00:00	0.0042	0.0038	0.0011	-0.0014
2	00:00:08	0.0062	0.0015	-0.0056	-0.0023
3	00:00:16	0.0163	-0.0159	-0.0037	0.0007
4	00:00:25	0.0057	0.0024	-0.0051	-0.0009
5	00:00:34	0.0174	-0.0167	-0.0040	0.0028
6	00:00:42	0.0094	-0.0053	-0.0076	0.0017
7	00:00:51	0.0124	-0.0116	-0.0033	0.0030
8	00:00:59	0.0093	-0.0049	-0.0077	0.0016
9	00:01:08	0.0166	-0.0153	-0.0036	0.0052
10	00:01:16	0.0076	-0.0040	-0.0056	0.0033
11	00:01:25	0.0191	-0.0175	-0.0068	0.0033
12	00:01:34	0.0117	-0.0069	-0.0089	0.0031
13	00:01:43	0.0239	-0.0220	-0.0076	0.0056
14	00:01:51	0.0144	-0.0085	-0.0110	0.0036
15	00:02:00	0.0226	-0.0194	-0.0096	0.0066
16	00:02:08	0.0121	-0.0007	-0.0113	0.0042
17	00:02:17	0.0197	-0.0157	-0.0104	0.0058
18	00:02:25	0.0147	-0.0081	-0.0114	0.0045
19	00:02:34	0.0218	-0.0195	-0.0077	0.0060
20	00:02:43	0.0146	-0.0093	-0.0102	0.0047
21	00:02:51	0.0254	-0.0231	-0.0079	0.0070
22	00:03:00	0.0393	-0.0373	-0.0102	0.0069
23	00:03:09	0.0266	-0.0245	-0.0072	0.0073
24	00:03:17	0.0144	-0.0111	-0.0084	0.0038
25	00:03:26	0.0212	-0.0187	-0.0075	0.0066
26	00:03:34	0.0414	-0.0393	-0.0108	0.0072
27	00:03:43	0.0268	-0.0250	-0.0065	0.0073
28	00:03:52	0.0151	-0.0125	-0.0060	0.0060
29	00:04:00	0.0283	-0.0268	-0.0063	0.0066
30	00:04:09	0.0393	-0.0371	-0.0109	0.0070
31	00:04:17	0.0311	-0.0296	-0.0055	0.0077
32	00:04:26	0.0155	-0.0108	-0.0091	0.0063
33	00:04:35	0.0302	-0.0283	-0.0064	0.0084
34	00:04:43	0.0152	-0.0096	-0.0095	0.0069
35	00:04:52	0.0301	-0.0279	-0.0082	0.0078
36	00:05:01	0.0419	-0.0394	-0.0121	0.0077
37	00:05:09	0.0319	-0.0293	-0.0093	0.0087
38	00:05:18	0.0180	-0.0082	-0.0145	0.0068
39	00:05:26	0.0320	-0.0286	-0.0117	0.0085
40	00:05:35	0.0218	-0.0160	-0.0133	0.0066
41	00:05:44	0.0360	-0.0331	-0.0112	0.0088
